_id,candidateId,market,ministry,hospital,unit,room,name,releaseDays,flexId,type,frequencies[0].dowApplied,frequencies[1].dowApplied,frequencies[2].dowApplied,frequencies[3].dowApplied,frequencies[4].dowApplied,frequencies[5].dowApplied,frequencies[6].dowApplied,frequencies[7].dowApplied,frequencies[8].dowApplied,frequencies[9].dowApplied,frequencies[10].dowApplied,frequencies[11].dowApplied,frequencies[12].dowApplied,frequencies[13].dowApplied,frequencies[14].dowApplied,frequencies[15].dowApplied,frequencies[16].dowApplied,frequencies[17].dowApplied,frequencies[18].dowApplied,frequencies[19].dowApplied,frequencies[20].dowApplied,frequencies[21].dowApplied,frequencies[22].dowApplied,frequencies[23].dowApplied,frequencies[24].dowApplied,frequencies[0].weeksOfMonth[0],frequencies[0].weeksOfMonth[1],frequencies[0].weeksOfMonth[2],frequencies[0].weeksOfMonth[3],frequencies[0].weeksOfMonth[4],frequencies[1].weeksOfMonth[0],frequencies[1].weeksOfMonth[1],frequencies[1].weeksOfMonth[2],frequencies[1].weeksOfMonth[3],frequencies[1].weeksOfMonth[4],frequencies[2].weeksOfMonth[0],frequencies[2].weeksOfMonth[1],frequencies[2].weeksOfMonth[2],frequencies[2].weeksOfMonth[3],frequencies[2].weeksOfMonth[4],frequencies[3].weeksOfMonth[0],frequencies[3].weeksOfMonth[1],frequencies[3].weeksOfMonth[2],frequencies[3].weeksOfMonth[3],frequencies[3].weeksOfMonth[4],frequencies[4].weeksOfMonth[0],frequencies[4].weeksOfMonth[1],frequencies[4].weeksOfMonth[2],frequencies[4].weeksOfMonth[3],frequencies[4].weeksOfMonth[4],frequencies[5].weeksOfMonth[0],frequencies[5].weeksOfMonth[1],frequencies[5].weeksOfMonth[2],frequencies[5].weeksOfMonth[3],frequencies[5].weeksOfMonth[4],frequencies[6].weeksOfMonth[0],frequencies[6].weeksOfMonth[1],frequencies[6].weeksOfMonth[2],frequencies[6].weeksOfMonth[3],frequencies[6].weeksOfMonth[4],frequencies[7].weeksOfMonth[0],frequencies[7].weeksOfMonth[1],frequencies[7].weeksOfMonth[2],frequencies[7].weeksOfMonth[3],frequencies[7].weeksOfMonth[4],frequencies[8].weeksOfMonth[0],frequencies[8].weeksOfMonth[1],frequencies[8].weeksOfMonth[2],frequencies[8].weeksOfMonth[3],frequencies[8].weeksOfMonth[4],frequencies[9].weeksOfMonth[0],frequencies[9].weeksOfMonth[1],frequencies[9].weeksOfMonth[2],frequencies[9].weeksOfMonth[3],frequencies[9].weeksOfMonth[4],frequencies[10].weeksOfMonth[0],frequencies[10].weeksOfMonth[1],frequencies[10].weeksOfMonth[2],frequencies[10].weeksOfMonth[3],frequencies[10].weeksOfMonth[4],frequencies[11].weeksOfMonth[0],frequencies[12].weeksOfMonth[0],frequencies[13].weeksOfMonth[0],frequencies[13].weeksOfMonth[1],frequencies[13].weeksOfMonth[2],frequencies[13].weeksOfMonth[3],frequencies[11].weeksOfMonth[1],frequencies[11].weeksOfMonth[2],frequencies[11].weeksOfMonth[3],frequencies[11].weeksOfMonth[4],frequencies[12].weeksOfMonth[1],frequencies[12].weeksOfMonth[2],frequencies[12].weeksOfMonth[3],frequencies[12].weeksOfMonth[4],frequencies[13].weeksOfMonth[4],frequencies[14].weeksOfMonth[0],frequencies[14].weeksOfMonth[1],frequencies[14].weeksOfMonth[2],frequencies[14].weeksOfMonth[3],frequencies[14].weeksOfMonth[4],frequencies[15].weeksOfMonth[0],frequencies[15].weeksOfMonth[1],frequencies[15].weeksOfMonth[2],frequencies[15].weeksOfMonth[3],frequencies[15].weeksOfMonth[4],frequencies[16].weeksOfMonth[0],frequencies[16].weeksOfMonth[1],frequencies[16].weeksOfMonth[2],frequencies[16].weeksOfMonth[3],frequencies[16].weeksOfMonth[4],frequencies[17].weeksOfMonth[0],frequencies[17].weeksOfMonth[1],frequencies[17].weeksOfMonth[2],frequencies[17].weeksOfMonth[3],frequencies[17].weeksOfMonth[4],frequencies[18].weeksOfMonth[0],frequencies[18].weeksOfMonth[1],frequencies[18].weeksOfMonth[2],frequencies[18].weeksOfMonth[3],frequencies[18].weeksOfMonth[4],frequencies[19].weeksOfMonth[0],frequencies[19].weeksOfMonth[1],frequencies[19].weeksOfMonth[2],frequencies[19].weeksOfMonth[3],frequencies[19].weeksOfMonth[4],frequencies[20].weeksOfMonth[0],frequencies[20].weeksOfMonth[1],frequencies[20].weeksOfMonth[2],frequencies[20].weeksOfMonth[3],frequencies[20].weeksOfMonth[4],frequencies[21].weeksOfMonth[0],frequencies[21].weeksOfMonth[1],frequencies[21].weeksOfMonth[2],frequencies[21].weeksOfMonth[3],frequencies[21].weeksOfMonth[4],frequencies[22].weeksOfMonth[0],frequencies[22].weeksOfMonth[1],frequencies[22].weeksOfMonth[2],frequencies[22].weeksOfMonth[3],frequencies[22].weeksOfMonth[4],frequencies[23].weeksOfMonth[0],frequencies[23].weeksOfMonth[1],frequencies[23].weeksOfMonth[2],frequencies[23].weeksOfMonth[3],frequencies[23].weeksOfMonth[4],frequencies[24].weeksOfMonth[0],frequencies[24].weeksOfMonth[1],frequencies[24].weeksOfMonth[2],frequencies[24].weeksOfMonth[3],frequencies[24].weeksOfMonth[4],frequencies[0].blockStartDate,frequencies[1].blockStartDate,frequencies[2].blockStartDate,frequencies[3].blockStartDate,frequencies[4].blockStartDate,frequencies[5].blockStartDate,frequencies[6].blockStartDate,frequencies[7].blockStartDate,frequencies[8].blockStartDate,frequencies[9].blockStartDate,frequencies[10].blockStartDate,frequencies[11].blockStartDate,frequencies[12].blockStartDate,frequencies[13].blockStartDate,frequencies[14].blockStartDate,frequencies[15].blockStartDate,frequencies[16].blockStartDate,frequencies[17].blockStartDate,frequencies[18].blockStartDate,frequencies[19].blockStartDate,frequencies[20].blockStartDate,frequencies[21].blockStartDate,frequencies[22].blockStartDate,frequencies[23].blockStartDate,frequencies[24].blockStartDate,frequencies[0].blockStartTime,frequencies[1].blockStartTime,frequencies[2].blockStartTime,frequencies[3].blockStartTime,frequencies[4].blockStartTime,frequencies[5].blockStartTime,frequencies[6].blockStartTime,frequencies[7].blockStartTime,frequencies[8].blockStartTime,frequencies[9].blockStartTime,frequencies[10].blockStartTime,frequencies[11].blockStartTime,frequencies[12].blockStartTime,frequencies[13].blockStartTime,frequencies[14].blockStartTime,frequencies[15].blockStartTime,frequencies[16].blockStartTime,frequencies[17].blockStartTime,frequencies[18].blockStartTime,frequencies[19].blockStartTime,frequencies[20].blockStartTime,frequencies[21].blockStartTime,frequencies[22].blockStartTime,frequencies[23].blockStartTime,frequencies[24].blockStartTime,frequencies[0].blockEndDate,frequencies[1].blockEndDate,frequencies[2].blockEndDate,frequencies[3].blockEndDate,frequencies[4].blockEndDate,frequencies[5].blockEndDate,frequencies[6].blockEndDate,frequencies[7].blockEndDate,frequencies[8].blockEndDate,frequencies[9].blockEndDate,frequencies[10].blockEndDate,frequencies[11].blockEndDate,frequencies[12].blockEndDate,frequencies[13].blockEndDate,frequencies[14].blockEndDate,frequencies[15].blockEndDate,frequencies[16].blockEndDate,frequencies[17].blockEndDate,frequencies[18].blockEndDate,frequencies[19].blockEndDate,frequencies[20].blockEndDate,frequencies[21].blockEndDate,frequencies[22].blockEndDate,frequencies[23].blockEndDate,frequencies[24].blockEndDate,frequencies[0].blockEndTime,frequencies[1].blockEndTime,frequencies[2].blockEndTime,frequencies[3].blockEndTime,frequencies[4].blockEndTime,frequencies[5].blockEndTime,frequencies[6].blockEndTime,frequencies[7].blockEndTime,frequencies[8].blockEndTime,frequencies[9].blockEndTime,frequencies[10].blockEndTime,frequencies[11].blockEndTime,frequencies[12].blockEndTime,frequencies[13].blockEndTime,frequencies[14].blockEndTime,frequencies[15].blockEndTime,frequencies[16].blockEndTime,frequencies[17].blockEndTime,frequencies[18].blockEndTime,frequencies[19].blockEndTime,frequencies[20].blockEndTime,frequencies[21].blockEndTime,frequencies[22].blockEndTime,frequencies[23].blockEndTime,frequencies[24].blockEndTime,frequencies[0].state,frequencies[1].state,frequencies[2].state,frequencies[3].state,frequencies[4].state,frequencies[5].state,frequencies[6].state,frequencies[7].state,frequencies[8].state,frequencies[9].state,frequencies[10].state,frequencies[11].state,frequencies[12].state,frequencies[13].state,frequencies[14].state,frequencies[15].state,frequencies[16].state,frequencies[17].state,frequencies[18].state,frequencies[19].state,frequencies[20].state,frequencies[21].state,frequencies[22].state,frequencies[23].state,frequencies[24].state,frequencies[0].lastUpdateTime,frequencies[1].lastUpdateTime,frequencies[2].lastUpdateTime,frequencies[3].lastUpdateTime,frequencies[4].lastUpdateTime,frequencies[5].lastUpdateTime,frequencies[6].lastUpdateTime,frequencies[7].lastUpdateTime,frequencies[8].lastUpdateTime,frequencies[9].lastUpdateTime,frequencies[10].lastUpdateTime,frequencies[11].lastUpdateTime,frequencies[12].lastUpdateTime,frequencies[13].lastUpdateTime,frequencies[14].lastUpdateTime,frequencies[15].lastUpdateTime,frequencies[16].lastUpdateTime,frequencies[17].lastUpdateTime,frequencies[18].lastUpdateTime,frequencies[19].lastUpdateTime,frequencies[20].lastUpdateTime,frequencies[21].lastUpdateTime,frequencies[22].lastUpdateTime,frequencies[23].lastUpdateTime,frequencies[24].lastUpdateTime,eventTs,manualLastUpdateTime
643966d23d27b6260459f7e9,4193503-239695137,TENNESSEE,TNNAS,16914585,STDH OR,DH OR 02,"OR Christenson DO, Robert A STDH",7200,655009,Surgeon,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-04T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T07:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-30T12:31:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.016Z,
643966d2e0b035148c08e5d9,4139519-223583046,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,"OR Haslam, Jason BH",12960,334001,Surgeon,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-26T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T12:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T16:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-16T12:20:27.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.045Z,
643966d222788c6cea593a9f,4266355-267702486,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,"OR MAKO-Haslam, J BH JRI",15840,420007,Surgeon,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-17T00:00:00.000Z,2023-04-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T12:30:00.000Z,2023-05-26T12:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,2023-04-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T16:00:00.000Z,2023-05-26T16:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07T06:32:23.000Z,2023-04-07T06:31:55.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.042Z,
643966d2e0b035148c08e5e6,3885662-123574650,TENNESSEE,TNNAS,16785476,STRP OR,RP EN1-01,OR FCFS RP,0,0,,3,4,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-08T00:00:00.000Z,2016-08-29T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T09:00:00.000Z,2023-05-26T09:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2018-10-08T00:00:00.000Z,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:30:00.000Z,2023-05-26T15:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,2018-10-01T11:03:14.000Z,2016-07-25T12:49:42.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.045Z,
643966d222788c6cea593aa7,4263793-266283771,TENNESSEE,TNNAS,1137984,MT OR,MT OR 01,OR FCFS MT,0,0,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,3,,,,,1,3,,,,3,,,,,1,,,,,1,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-01T00:00:00.000Z,2023-03-22T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2023-05-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,2023-05-26T07:15:00.000Z,2023-05-26T07:15:00.000Z,2023-05-26T07:15:00.000Z,2023-05-26T07:15:00.000Z,2023-05-26T07:15:00.000Z,2023-05-26T07:15:00.000Z,,,,,,,,,,,,,,,,,,,,2022-01-01T00:00:00.000Z,2023-05-02T00:00:00.000Z,2023-03-21T00:00:00.000Z,2023-03-21T00:00:00.000Z,2022-01-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,2023-05-26T15:00:00.000Z,2023-05-26T15:00:00.000Z,2023-05-26T15:00:00.000Z,2023-05-26T15:00:00.000Z,2023-05-26T15:00:00.000Z,2023-05-26T15:00:00.000Z,,,,,,,,,,,,,,,,,,,,COMPLETE,COMPLETE,COMPLETE,COMPLETE,COMPLETE,ACTIVE,,,,,,,,,,,,,,,,,,,,2022-05-10T12:53:28.000Z,2023-04-19T11:46:27.000Z,2023-03-21T13:29:49.000Z,2023-03-21T13:29:29.000Z,2022-05-10T12:53:28.000Z,2023-04-19T11:55:17.000Z,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.018Z,
643966d2e0b035148c08e5ef,4249654-260209030,TENNESSEE,TNNAS,592210,BH CSC,BH CSC 03,OR WMA CSC,20160,671011,Surgeon Group,3,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T13:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-24T09:23:21.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.043Z,
643966d222788c6cea593ab1,4266027-267533387,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 07,"OR Carpenter, William STM JRI",15840,557001,Surgeon,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-17T00:00:00.000Z,2023-04-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T07:00:00.000Z,2023-05-26T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,2023-04-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T16:00:00.000Z,2023-05-26T16:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,2023-04-06T12:06:14.000Z,2023-04-06T12:04:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.013Z,
643966d222788c6cea593ab2,4249587-260151168,TENNESSEE,TNNAS,592210,BH CSC,BH CSC 05,"OR Bellardo, Lewis BH CSC",20160,368001,Surgeon,3,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06T00:00:00.000Z,2023-02-06T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T07:30:00.000Z,2023-05-26T07:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T10:00:00.000Z,2023-05-26T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,2023-01-24T08:20:26.000Z,2023-01-24T08:20:26.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.020Z,
643966d2e0b035148c08e5f8,3885684-123576804,TENNESSEE,TNNAS,16785476,STRP OR,RP EN1-01,OR FCFS RP,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-29T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T07:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-25T12:56:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.013Z,
643966d23d27b6260459f80d,4266431-267704453,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,"OR Tompkins, Tommy BH JRI",15840,420023,Surgeon,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-17T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14T07:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14T13:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14T16:59:21.438Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14T16:59:21.438Z,TRUE
643966d222788c6cea593ab5,4000874-179417642,TENNESSEE,TNNAS,592210,STM ENDO,STM ENDO 03,STM GI FCFS,0,0,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,3,5,,,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-25T00:00:00.000Z,2017-10-23T00:00:00.000Z,2017-10-23T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T12:00:00.000Z,2023-05-26T12:00:00.000Z,2023-05-26T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,2019-11-22T00:00:00.000Z,2017-10-23T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:30:00.000Z,2023-05-26T15:30:00.000Z,2023-05-26T15:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,COMPLETE,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,2019-11-21T07:53:53.000Z,2019-11-21T07:50:12.000Z,2017-10-20T10:05:24.000Z,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.021Z,
643966d2e0b035148c08e5fd,4263592-266060874,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 04,"OR Smith, Stuart BH JRI",15840,418001,Surgeon,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T16:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-20T10:45:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.013Z,
643966d2e0b035148c08e5ff,4109494-212801863,TENNESSEE,TNNAS,589743,ST OR,ST OR 25,CLOSED- DO NOT BOOK,0,-1,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-07T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T08:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-30T08:55:46.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.042Z,
643966d222788c6cea593abb,3885579-123564937,TENNESSEE,TNNAS,16785476,STRP OR,RP OR1-04,OR FCFS RP,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-29T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T07:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-25T11:50:21.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.044Z,
643966d222788c6cea593abd,3961874-158141011,TENNESSEE,TNNAS,16914585,STDH OR,DH ENDO 03,OR The Family Practice Group STDH,0,503001,Surgeon Group,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-29T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T06:45:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-23T13:01:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.020Z,
643966d2e0b035148c08e606,3945810-150875382,TENNESSEE,TNNAS,16914587,STHL OR,HL OR 01,OR FCFS HL,0,0,,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-25T00:00:00.000Z,2018-06-25T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T07:30:00.000Z,2023-05-26T07:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:30:00.000Z,2023-05-26T15:30:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,2018-06-11T09:46:47.000Z,2018-06-11T09:46:47.000Z,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.042Z,
643966d23d27b6260459f819,4046465-195046018,TENNESSEE,TNNAS,589743,STW CATH,STW CATH 08,"Bennett, Rick STW CATH",0,525005,Surgeon,3,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2100-12-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T17:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-21T12:34:06.000Z,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26T15:45:39.043Z,
